CODE,LOCATION,TYPE,RATING (MAX = 5),Address,Description,Long Description,Tags_Creation_Description,Ticket Info,image_path,open_time,close_time,coordinate,tags
,Buu Long Tourist Area,,0.0,"Huỳnh Văn Nghệ, Khu Phố 4, Tp. Biên Hòa, Đồng Nai, Vietnam",,,,0.0,https://ak-d.tripcdn.com/images/0HJ3712000h0fw3xsB2F5.jpg,0:00,23:59,"10.960879, 106.790803",
,Meta Show - Thiso Mall,,4.0,,It was more than excellent experience! I’m enjoying the Meta show more than can imagine 😻❤️,METASHOW - AI TECHNOLOGY “We are proud to have the opportunity to bring customers magical light and visual experiences in spaces created by virtual reality technology through METASHOW”,,8.32,https://ak-d.tripcdn.com/images/0101z12000ew6mnwf334E.jpg,0:00,23:59,"10.771569, 106.721309",
,Trung tâm hội nghị tiệc cưới Asiana Plaza (Tân Phú),,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,0:00,23:59,"10.788068, 106.625557",
,Mint Premium Q3 - gội đầu siêu thư giãn CN5,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ4c12000hw06waa1FBF.jpg,0:00,23:59,"10.776968, 106.688795",
,Thu Duc Sport Center,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ6a12000i53g5b1ADA0.jpg,0:00,23:59,"10.852629, 106.760289",
,Binh Duong Provincial Labor Culture Center,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ1b12000i6su0stA2A4.jpg,0:00,23:59,"10.94439, 106.735011",
,Can Gio Park,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ4c12000i2tsfwbF6BF.jpg,0:00,23:59,"10.413256, 106.97377",
,Kat In Love - Trung Sơn,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ4012000iiiw7pw8A14.jpg,0:00,23:59,"10.736768, 106.690871",
,Ky Dong Church,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ5l12000i44r83k67FC.jpg,0:00,23:59,"10.781646, 106.681555",
,FPT Software Hồ Chí Minh,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,0:00,23:59,"10.850889, 106.798327",
,Thanh Le Water Park,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ2n12000ievghn4C71F.png,0:00,23:59,"10.989258, 106.661974",
,Ho Chi Minh City Pasteur Institute,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,0:00,23:59,"10.786228, 106.687983",
,Timezone - Crescent mall,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ4k12000j7g9m9c7AA2.jpg,0:00,23:59,"10.729084, 106.718873",
,Cathedral of The Diocese of Bà Rịa,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ4q12000j709gmw9270.jpg,0:00,23:59,"10.496283, 107.17012",
,Phòng Tập Gym & Yoga S'Life Quận 7,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ6l12000im754r869EC.jpg,0:00,23:59,"10.739558, 106.70708",
,THE FOCUS BILLIARD,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,0:00,23:59,"10.796116, 106.702418",
,Western Palace Wedding & Convention,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ5q12000i66xdb878E2.jpg,0:00,23:59,"10.765699, 106.674831",
,Phu An Bamboo Village,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ6c12000j4t0bfi129A.jpg,0:00,23:59,"11.065965, 106.584823",
,Công viên ánh sáng Vinhomes Grandpark,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153.jpg,0:00,23:59,"10.840541, 106.844397",
,Bãi biển Cần Giờ,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ6r12000ib299jh1328.jpg,0:00,23:59,"10.388154, 106.925896",
,Jamia Al-Musulman Mosque,,3.5,"66 Đ. Đông Du, Bến Nghé, Quận 1, Hồ Chí Minh, Vietnam","This is a free attraction, close to the Saigon River, in the downtown area, surrounded by tall buildings, it is also integrated into the surrounding world. The monastery is not big, the layout structure is the same as the traditional mosque, the entrance has a place to clean up.","Saigon Mosque is located in the downtown area of Saigon, Ho Chi Minh City, Vietnam. It was built in 1935 by South Indian Muslim believers on the site of the original mosque. The temple is a white building with a small area. There is a clear pool for baptism before prayer.",,0.0,https://ak-d.tripcdn.com/images/0HJ5g12000hbcqftz76CD.jpg,0:00,23:59,"10.776194, 106.704227",
,HALO,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ3212000ig6956mC9CF.jpg,0:00,23:59,"10.772524, 106.701927",
,Chợ Đêm Làng Đại Học,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ4q12000icz07sr1280.jpg,0:00,23:59,"10.875769, 106.800563",
,ADORA DYNASTY,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ5912000iy0w758932F.jpg,0:00,23:59,"10.769332, 106.688925",
,Gội đầu dưỡng sinh Gò Vấp - Viện Kim Healing Cityland,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,0:00,23:59,"10.837955, 106.669132",
,ODIN Game Station Bình Dương,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,0:00,23:59,"10.976319, 106.664314",
,Indochina Queen,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ4912000iayskac93CE.jpg,0:00,23:59,"10.765958, 106.708756",
,Go May Church,,5.0,,quiet,,,0.0,https://ak-d.tripcdn.com/images/0HJ2b12000i2n6si2995F.jpg,0:00,23:59,"10.815926, 106.601904",
,Trung tâm Hội nghị - Tiệc Cưới Long Biên Palace_Sân Golf Tân Sơn Nhất,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,0:00,23:59,"10.82976, 106.650193",
,Jump Arena,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0ww2112000956i9ooBA5E.jpg,0:00,23:59,"10.742073, 106.69512",
,Công viên Ngã Ba An Phú,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,0:00,23:59,"10.791815, 106.752814",
,Nhà hát Kịch IDECAF,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,0:00,23:59,"10.779693, 106.703705",
,St Francis Xavier Church,,4.3,"25 Đ. Học Lạc, Phường 14, Quận 5, Hồ Chí Minh, Vietnam","Vietnam🇻🇳Ho Chi Minh [St. Francis Xavier Church]  On December 3, 1900, the Feast of St. Francis Xavier, Bishop Mossard of Saigon laid the foundation stone for the church. On January 10, 1902, the church was consecrated.  However, due to the builder and first priest of this church, Father Pierre d'Assou, people used to call it Cha Tam Church.  After that, Father Tam also built a school, a nursery, a boarding house and several rental houses in the church area. In 1990, the church bell tower was rebuilt and the sanctuary was renovated.  Address: 25 Đ. Học Lạc, Phường 14, Quận 5, Hồ Chí Minh, Vietnam Time: 5:00-23:00 Tickets: Free","The St. Francis Chinese Catholic Church, commonly known as ChaTam Church, is an open church located in Ho Chi Minh City, Vietnam. This church used to be a larger refugee camp in Ho Chi Minh City during the Vietnam War, and now the church also displays many physical pictures of the Vietnam War period.",,0.0,https://ak-d.tripcdn.com/images/0HJ0n12000ir9ylqk6EB4.jpg,0:00,23:59,"10.752057, 106.653873",
,Church of the Ben Hai,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ5e12000i25m64q9549.jpg,0:00,23:59,"10.825877, 106.695208",
,Bãi Đầm Trầu,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ4s12000j339mqqC80D.jpg,0:00,23:59,"8.733983, 106.623352",
,Nhà Thiếu Nhi - Gò Vấp - CLB Hồ Bơi 1/6,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,0:00,23:59,"10.843612, 106.66834",
,Ao Dai Museum,,4.7,"phường Long Phước, Thủ Đức, Ho Chi Minh City, Vietnam","BẢO TÀNG ÁO DÀI: 206/19/30 Long Thuận, phường Long Phước, quận 9Thời gian: 8h30-17h30 từ thứ 3 - chủ nhật Giá vé: 50k ( học sinh/sinh viên: 30k)⛩ VỪA BƯỚC CHÂN ĐẾN NHÌN MỘT GỐC KIẾN TRÚC NHỎ MÀ NGỠ MÌNH ĐANG Ở HUẾVÀO THỜI BẤY GIỜ- Nên tụi mình liền nhập vai liền 💜 Áo dài mình thuê tại bảo tàng: 50k ~ 70ktùy theo nhiều phong cách áo dài khác nhau🖤💜 phụ kiện : tính thêm 50k  💜Mình đặc biệt thích Áo dài và vẻ đẹp cổ kính của kiến trúc xưa  lại chưa có dịp đi lần nào thấy nhiều bạn review Bảo Tàng Áo Dài mình cực kỳ thích mà bây giờ mới có thời gian đi!  nhất định phải ghé thử 1 lần đảm bảo không thất vọng! Cũng như các bạn đã review trước đó, 💜Còn chần chờ gì nữa chỉ cần sạc đầy pin đt và mang theo 1 người chụp có tâm! ☻ 💜 Lưu ý: Đoạn đường đến đây  ít nhà cửa, các bạn ở xa đi theo gl không chính xác, gần đến nên để ý có người là tấp lại hỏi thêm , để ý nhìn bảng chỉ dẫn đến bảo tàng trên đường vào nhé! 👉🌞 Đặc biệt nắng nóng nên  nhớ bôi kem chống nắng trước khi đi nhé!",,,0.0,https://ak-d.tripcdn.com/images/0HJ3x12000hbyr57xC283.jpg,0:00,23:59,"10.808792, 106.853175",
,PooC Cầu Lông & PickleBall,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,0:00,23:59,"10.800205, 106.669591",
,Phu Chau Temple,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ0z12000gmz4rtx2F79.jpg,0:00,23:59,"10.833, 106.691256",
,Viện Thẩm Mỹ DIVA - Bà Rịa,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ0m12000igw56x37D99.jpg,0:00,23:59,"10.495799, 107.171475",
,Rach Mieu Swimming Pool,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ2b12000gx7u26uBB14.jpg,0:00,23:59,"10.795818, 106.687884",
,Him Lam Golf Driving Range,,0.0,"234 Ngô Tất Tố, Phường 22, Bình Thạnh, Hồ Chí Minh, Vietnam",,,,0.0,https://ak-d.tripcdn.com/images/0ww6y12000cq00ln98D4D.jpg,0:00,23:59,"10.787371, 106.716159",
,CLB Bắn Cung Tinh Võ Quận 5,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ3j12000ilii4618E6B.jpg,0:00,23:59,"10.751109, 106.667927",
,Viện Thẩm Mỹ Diva - Dĩ An,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ2p12000ixtoy5m01AE.jpg,0:00,23:59,"10.900219, 106.768111",
,Chau Doc Mieu Ba 2,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ5112000ivco7ua4EFD.jpg,0:00,23:59,"10.672254, 106.762084",
,FIT CENTER Sư Vạn Hạnh,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ5j12000iw3n1gd9BD6.jpg,0:00,23:59,"10.766818, 106.671687",
,Fit 24 Ho Xuan Huong Sports Club,,0.0,"2 Hồ Xuân Hương, Phường 6, Quận 3, Hồ Chí Minh, Vietnam",,,,0.0,https://ak-d.tripcdn.com/images/0HJ5e12000i47ie6x540C.jpg,0:00,23:59,"10.777371, 106.687554",
,Phap Buu Buddhist Temple,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ5d12000it766hk5C6D.jpg,0:00,23:59,"10.909178, 106.646548",
,ZSpace Lương Định Của - Korean Musicbox,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,0:00,23:59,"10.88349, 106.784185",
,Flagpole Park,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ0a12000i51o9h47082.jpg,0:00,23:59,"10.334156, 107.090608",
,Lotte Cinema Nowzone,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ0y12000j5iw2su2E26.jpg,0:00,23:59,"10.764253, 106.682437",
,Ben Xua Tourist Area,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ6x12000hcjm0er81BD.jpg,0:00,23:59,"10.85308, 106.677901",
,Bamboo Stream,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ6x12000i1x65et512B.jpg,0:00,23:59,"11.333305, 106.359865",
,Hoi Hoi Project,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,0:00,23:59,"10.792239, 106.692509",
,Trạm Billiards Club - Quận 10,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,0:00,23:59,"10.778325, 106.663112",
,Win.D Gaming & Billiards Thủ Đức,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,0:00,23:59,"10.839264, 106.766924",
,Conference Center Claris Wedding Palace,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,0:00,23:59,"10.847425, 106.721134",
,Trung tâm Hội nghị - Tiệc cưới tại trung tâm Quận 3 | Trung tâm Hội nghị - Tiệc cưới 272,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ0y12000i8ved0eDF50.jpg,0:00,23:59,"10.77926, 106.683205",
,Army Theater,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ0i12000ig35ayz5DD7.jpg,0:00,23:59,"10.802005, 106.656447",
,Saigon riverside park,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,0:00,23:59,"10.775389, 106.711829",
,Kat In Love - Gò Dầu,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ0v12000gmenfqw186C.jpg,0:00,23:59,"10.795819, 106.623329",
,Jade Emperor Pagoda,,4.8,,"This is a nice place, a bit of a walk from the main attractions to get here, but definitely worth the time and effort. It's really nice and there are a lot of worshippers here, but it's also great for tourists to see. There are some old rooms and a staircase that leads to the upper sanctuary, which also has a nice view of the main garden. This was one of the more interesting temples I visited in Vietnam. The Jade Emperor Pagoda is considered one of the most popular attractions in Ho Chi Minh City. Although worth a visit, I found the temple to be a bit disappointing and overrated. There are much better temples in other Asian cities that are worth visiting. However, if the Jade Emperor Pagoda is on your itinerary, it is a beautiful and interesting temple to visit, especially the interior of the temple. You will definitely want to take a few photos of the temple exterior and interior.","The Jade Emperor Temple is a Taoist temple located in Ho Chi Minh City, Vietnam. The entire architectural style is very similar to that of Chinese temples. The grotesque hero statues in the temple reflect the dynamic elements, and people come to pray and worship in an endless stream.",,0.0,https://ak-d.tripcdn.com/images/0101a120009is44anDDDE.jpg,0:00,23:59,"10.791996, 106.698179",
,Hasaki Beauty & Clinic,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ1f12000i7q1wqq1020.jpg,0:00,23:59,"10.766922, 106.666171",
,My Phuoc Theater,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ6612000igp5z5vCE82.jpg,0:00,23:59,"11.135204, 106.615",
,KizCiti,,0.0,"Khu công viên Khánh Hội, Đ. Hoàng Diệu, Phường 2, Quận 4, Hồ Chí Minh, Vietnam",,,,0.0,https://ak-d.tripcdn.com/images/0HJ3712000j5q7hkfE6AA.jpg,0:00,23:59,"10.758819, 106.698098",
,Tropicana Park,,0.0,"Novaworld Hồ Tràm, Đường Ven Biển, Bình Châu, Xuyên Mộc, Bà Rịa - Vũng Tàu 78500, Vietnam",,"Tropicana Park is inspired by the unique cultural concept of the Polynesian land with more than 1,000 islands in the Pacific Ocean. This fun and authentic Tropicana Park located in NovaWorld Ho Tram serves children, teens and families with a unique and colorful tropical design through an exciting water park and adventurous amusement park.",,5.93,https://ak-d.tripcdn.com/images/01041120009oedwc4B3D6.jpg,0:00,23:59,"10.533584, 107.532658",
,Binh Quoi 1 Tourist Village,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ1b12000gfbt0gv6C60.jpg,0:00,23:59,"10.830232, 106.737629",
,Temple of the Lonely Buddha,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,0:00,23:59,"10.847358, 106.66947",
,Lotte Cinema,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ4q12000i22l9xp049A.jpg,0:00,23:59,"10.765638, 106.700123",
,FIT CENTER Phú Nhuận,,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ3w12000io2z5cx7869.jpg,0:00,23:59,"10.799748, 106.681155",
,"One Pillar Pagoda, Thu Duc - Nam Thien Nhat Tru",,0.0,,,,,0.0,https://ak-d.tripcdn.com/images/0HJ0j12000gff366uF903.jpg,0:00,23:59,"10.843592, 106.763163",
,Tourism Rung Sac Can Gio,,0.0,"Rừng Sác, An Thới Đông, Cần Giờ, Hồ Chí Minh, Vietnam",,,,0.0,https://ak-d.tripcdn.com/images/0HJ2u12000iv72wd4454D.jpg,0:00,23:59,"10.407346, 106.888562",
,Tan Dinh Church,,4.5,"289 Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh 70000, Vietnam","Vietnam🇻🇳Ho Chi Minh【Tan Dinh Catholic Church】(Pink Church) Tan Dinh Church  Tan Dinh Church, also known as the Pink Church, is located in District 3 of Ho Chi Minh City. It was completed on December 16, 1876. Its pink exterior is very eye-catching and is said to have been painted in 1957. The overall style is Gothic, but the decorative details have some Romanesque and Baroque influences. The entire building is currently painted pink, and the facade includes a main tower and two secondary towers. There is a 3-meter-high bronze cross on the top of the 52.6-meter-high main tower. There are five bells inside, with a total weight of 5.5 tons. Not only is the exterior of the church all pink, the interior is also decorated in pink. There are mass times every day and visitors can go inside to visit.  Address: 289 Hai Bà Trưng, ​​Phường 8, Quận 3, Hồ Chí Minh, Vietnam Tickets: Free Time: 8:00-11:00 14:00-17:00","Tan Dinh Catholic Church is located in the third district of Ho Chi Minh City. It was built in 1876 and the walls are in eye-catching pink, which is said to have been painted in 1957. The all pink appearance makes it look like a pink castle. Visitors can enter the Church and feel the atmosphere during the Mass. Many locals like taking wedding pictures here.",,0.0,https://ak-d.tripcdn.com/images/100r1f000001gon3mD41A.jpg,0:00,23:59,"10.788336, 106.690679",
